artistName	trackName	y	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	year	popularity	explicit
Neil Young', 'Crazy Horse	The Losing End (When You're On) - 2009 Remaster	0.0	0.551	0.479	2	-6.9979999999999976	1	0.0418	0.135	0.0	0.151	0.469	113.311	246560	1969	37	0
The Rolling Stones	You Can't Always Get What You Want	0.0	0.315	0.637	0	-9.615	1	0.0676	0.639	3.3799999999999995e-05	0.12300000000000001	0.494	84.79899999999998	449000	1971	43	0
Lauv	Comfortable	0.0	0.433	0.5539999999999999	9	-5.629	0	0.165	0.763	0.0	0.0903	0.546	140.235	165102	2018	63	0
Playboi Carti	Kelly K	0.0	0.715	0.522	1	-4.69	1	0.151	0.235	0.0	0.389	0.233	158.026	271154	2017	57	1
Franz Joseph Haydn', 'Pro Arte Quartet	Haydn: String Quartet No. 43 in G Major, Op. 54 No. 1, Hob. III, 58: I. Allegro con brio	0.0	0.435	0.147	7	-17.382	1	0.0371	0.966	0.247	0.366	0.498	138.579	233693	1935	0	0
Leonard Bernstein	"Trouble in Tahiti - An Opera in Seven Scenes: Scene V:""There's a law"""	0.0	0.465	0.285	0	-16.848	1	0.0885	0.9490000000000001	0.0189	0.486	0.546	85.383	261933	1950	0	0
$uicideBoy$	Gloss Of Blood	0.0	0.6709999999999999	0.40399999999999997	0	-8.075	0	0.0754	0.217	0.0241	0.402	0.10400000000000001	119.919	104211	2015	61	1
Toad The Wet Sprocket	Fly From Heaven	0.0	0.424	0.794	4	-7.89	1	0.0351	0.159	5.91e-05	0.0762	0.317	102.914	272960	1994	35	0
Sarah Vaughan	East of the Sun (West of the Moon)	0.0	0.316	0.0726	10	-16.354	0	0.0335	0.935	4.52e-06	0.203	0.0856	97.927	186360	1949	26	0
Richard Himber and his Orchestra', 'Joey Nash	Stars Fell On Alabama	0.0	0.299	0.428	5	-11.353	0	0.0475	0.8290000000000001	0.00421	0.312	0.301	120.155	203920	1934	0	0
Javier Solís	Que Se Mueran de Envidia	0.0	0.465	0.233	0	-13.385	0	0.0348	0.865	5.19e-06	0.431	0.591	105.12	171653	1958	45	0
Steady Vee	Relax	0.0	0.871	0.41	0	-19.042	1	0.11699999999999999	0.0018100000000000002	0.809	0.0843	0.102	140.023	392200	2015	0	0
John Martyn	Glory Box	0.0	0.6779999999999999	0.193	0	-13.849	1	0.0387	0.19	0.0224	0.0994	0.10099999999999999	61.33	344840	1998	51	0
A Heart Beats	A Thousand Miles Away	0.0	0.507	0.255	7	-11.857000000000001	1	0.0651	0.8540000000000001	0.0	0.172	0.43799999999999994	97.23100000000001	146173	2003	37	0
Diana Krall	Cry Me A River	0.0	0.304	0.159	4	-13.604000000000001	0	0.0313	0.943	0.000786	0.10400000000000001	0.247	176.537	303573	2001	51	0
Survivor	The Moment Of Truth	0.0	0.695	0.733	2	-10.965	1	0.0446	0.344	0.00031	0.43799999999999994	0.519	138.775	226093	1993	39	0
Jack Jackson & His Orchestra	Now That We're Sweethearts Again	0.0	0.8590000000000001	0.0999	7	-21.29	1	0.218	0.971	0.00119	0.0739	0.861	124.38600000000001	184813	1934	0	0
Leonard Bernstein', 'West Side Story Ensemble', 'Max Goberman', 'Larry Kert', 'Carol Lawrence', 'West Side Story Original Broadway Cast	West Side Story (Original Broadway Cast): Act II: Finale	0.0	0.0932	0.0708	4	-23.035999999999998	1	0.0386	0.9229999999999999	0.904	0.109	0.0393	172.94400000000005	119760	1957	13	0
Demi Lovato	In Case	0.0	0.37799999999999995	0.28600000000000003	8	-9.198	1	0.0616	0.892	0.0	0.22399999999999998	0.594	177.497	214667	2013	53	0
5 Seconds of Summer	Heartache On The Big Screen	0.0	0.6859999999999999	0.8029999999999999	8	-4.7330000000000005	1	0.0458	0.00235	0.0	0.223	0.778	125.06200000000001	204947	2014	52	0
Willie Nelson	If You Could Touch Her at All - Live at Harrah's Casino, Lake Tahoe, NV - April 1978	0.0	0.409	0.29600000000000004	9	-12.78	1	0.0595	0.718	0.000292	0.912	0.276	170.753	179373	1978	22	0
Mayukh Hazarika	Jiri Jiri Je	0.0	0.831	0.302	2	-12.459000000000001	1	0.0531	0.662	1.3500000000000001e-05	0.0801	0.643	112.006	270373	1953	0	0
Etta James	Tell Mama	0.0	0.6759999999999999	0.784	5	-6.599	1	0.0334	0.212	0.00288	0.258	0.937	119.81200000000001	144000	1968	48	0
Jimmy Dean	Smoke, Smoke, Smoke That Cigarette	0.0	0.77	0.451	7	-15.540999999999999	1	0.158	0.539	0.0	0.128	0.836	134.683	165040	1961	25	0
Leon Redbone	Sweet Mama Hurry Home or I'll Be Gone	0.0	0.55	0.0855	10	-17.248	1	0.0448	0.943	0.138	0.109	0.5379999999999999	131.495	155816	1975	22	0
Nina Simone	Can't Get out of This Mood	0.0	0.46299999999999997	0.371	5	-10.705	0	0.0456	0.7859999999999999	0.0	0.121	0.485	78.204	153920	1959	10	0
Los Tucanes De Tijuana	Secuestro De Amor	0.0	0.684	0.522	9	-6.237	1	0.0249	0.0547	0.0	0.0351	0.865	82.20299999999997	196867	1997	60	0
Carpenters	Yesterday Once More	0.0	0.285	0.294	4	-15.649000000000001	1	0.0292	0.359	0.0	0.0873	0.31	166.84	239000	1973	28	0
Luz Casal	Un año de amor	0.0	0.385	0.32	9	-6.202999999999999	0	0.0298	0.39399999999999996	2.7000000000000002e-05	0.0916	0.452	189.148	201387	1991	50	0
Rick James	Fool On The Street	0.0	0.4	0.9359999999999999	4	-5.34	0	0.21100000000000002	0.369	1.4300000000000005e-05	0.18899999999999997	0.632	124.427	469547	1979	38	0
Эрнест Хемингуэй	Часть 30.3 & Часть 31.1 - Прощай оружие	0.0	0.6920000000000001	0.182	6	-23.136	0	0.851	0.0675	0.0	0.196	0.654	94.339	135345	1929	0	1
Judy Garland	Puttin' On The Ritz - Live At Carnegie Hall/1961	0.0	0.45799999999999996	0.693	9	-12.47	0	0.473	0.696	0.0	0.61	0.498	99.88600000000001	137509	1961	20	0
La Tropa Vallenata	Satanás	0.0	0.737	0.598	1	-8.468	0	0.11800000000000001	0.0868	1.48e-06	0.27699999999999997	0.8690000000000001	152.99	197173	2001	46	0
Nicki Minaj', 'Beyoncé	Feeling Myself	0.0	0.564	0.703	2	-5.459	1	0.26899999999999996	0.4370000000000001	0.00927	0.358	0.47700000000000004	139.045	237840	2014	67	1
Oscar Peterson	Why Can't You Behave	0.0	0.623	0.0346	10	-24.25800000000001	1	0.0398	0.9520000000000001	0.899	0.11	0.297	94.973	178187	1959	19	0
Christian Nodal	Amor Tóxico	0.0	0.607	0.5479999999999999	2	-3.4530000000000003	1	0.0258	0.47100000000000003	0.0	0.195	0.8270000000000001	150.189	130760	2020	77	0
Ella Fitzgerald	Basin Street Blues	0.0	0.451	0.209	10	-7.4620000000000015	1	0.0336	0.955	0.0	0.20199999999999999	0.305	102.98100000000001	187760	1954	25	0
Harry Belafonte	Show Me The Way, My Brother (Iph'Indlela)	0.0	0.561	0.309	9	-15.867	1	0.0397	0.8809999999999999	0.0	0.13	0.685	117.448	192707	1965	23	0
Biokinetix', 'Mesmerizer	Free Forces - Biokinetix, Mesmerizer Remix	0.0	0.585	0.941	1	-5.843	1	0.0456	3.91e-05	0.7390000000000001	0.315	0.228	145.99200000000005	527671	2018	0	0
John Williams', 'London Symphony Orchestra	The Battle in the Snow	0.0	0.248	0.547	0	-13.829	1	0.0427	0.536	0.889	0.0941	0.278	87.15	222800	1980	38	0
A Tribe Called Quest	Rhythm (Devoted to the Art of Moving Butts)	0.0	0.89	0.6859999999999999	1	-6.327000000000001	1	0.284	0.13	0.00262	0.342	0.619	104.00399999999999	242053	1990	38	0
Banda El Recodo	El Barzon	0.0	0.774	0.693	0	-11.431	1	0.0501	0.342	0.0	0.113	0.9620000000000001	115.086	179747	1994	45	0
Wynton Kelly	Pot Luck	0.0	0.47	0.299	8	-17.808	1	0.0548	0.258	0.00698	0.281	0.6759999999999999	183.158	409529	1960	8	0
Patti Page	The Old Rugged Cross	0.0	0.22	0.301	2	-10.857999999999999	1	0.0368	0.9279999999999999	0.0	0.354	0.12	78.248	247533	1966	18	0
Aerosmith	Chiquita	0.0	0.461	0.7509999999999999	2	-9.451	1	0.0341	0.0396	0.00212	0.306	0.727	130.472	264133	1979	25	0
Rise Against	From Heads Unworthy	0.0	0.28	0.9109999999999999	6	-3.3689999999999998	1	0.0662	0.00158	2.02e-05	0.355	0.607	133.463	222373	2008	52	0
Los Bukis	Porque Siempre Te Amare	0.0	0.7390000000000001	0.6559999999999999	9	-9.628	1	0.0288	0.244	9.87e-05	0.14	0.927	126.40700000000001	188507	1992	40	0
Alice In Chains	Over Now - Live at the Majestic Theatre, Brooklyn, NY - April 1996	0.0	0.608	0.502	5	-10.45	0	0.0404	0.16699999999999998	0.00626	0.244	0.278	111.41	432560	1996	49	0
Grover Washington, Jr.	A Secret Place	0.0	0.772	0.345	3	-15.697000000000001	0	0.0298	0.4370000000000001	0.848	0.106	0.7140000000000001	103.575	495413	1976	26	0
New Edition	Tears On My Pillow	0.0	0.488	0.33	4	-15.581	0	0.0332	0.19399999999999998	1.4800000000000002e-05	0.165	0.56	102.693	236307	1986	30	0
Dierks Bentley	Tip It On Back	0.0	0.503	0.78	3	-5.148	1	0.0323	0.522	0.16	0.138	0.737	137.936	206520	2012	52	0
Hirabai Barodekar	Aaj Sumangal Hot	0.0	0.35700000000000004	0.162	1	-14.177	1	0.0835	0.995	0.958	0.132	0.335	64.001	187213	1937	0	0
Carpenters	Desperado	0.0	0.35700000000000004	0.16899999999999998	8	-15.987	1	0.0381	0.575	2.88e-06	0.09	0.174	127.198	217733	1975	36	0
Leela Sawant	Kaga Ji Desh Piya Ki Jaiyo	0.0	0.45899999999999996	0.151	11	-10.854000000000001	0	0.0524	0.995	0.0015199999999999999	0.32	0.431	65.509	192209	1944	0	0
Nilla Pizzi', 'Gino Latilla	Buonanotte Irene	0.0	0.32799999999999996	0.0489	3	-26.195999999999998	1	0.0496	0.992	0.894	0.21100000000000002	0.27899999999999997	62.361000000000004	190041	1940	0	0
girl in red	watch you sleep.	0.0	0.451	0.222	2	-16.374000000000002	1	0.0314	0.9309999999999999	0.00599	0.0908	0.381	132.874	180226	2019	67	0
Roger Daltrey	Don't Let the Sun Go Down on Me	0.0	0.449	0.312	4	-16.423	1	0.0313	0.40399999999999997	0.00349	0.105	0.18100000000000002	139.474	371667	1987	27	0
Billy Joel	The Ballad of Billy the Kid - Live April 1972 At Sigma Sound Studios, WMMR Radio, Philadelphia, PA	0.0	0.503	0.855	0	-6.351	1	0.111	0.48100000000000004	0.0009550000000000001	0.688	0.4270000000000001	86.87700000000002	335787	1973	25	0
Baby Lullaby Academy	Canon in D	0.0	0.517	0.003820000000000001	6	-38.111999999999995	1	0.0454	0.99	0.938	0.0856	0.141	69.992	155220	2015	55	0
Frankie Laine	I Believe	0.0	0.364	0.256	1	-10.258	1	0.0317	0.956	0.0	0.184	0.308	140.11	127707	1955	38	0
The Clash	Up In Heaven (Not Only Here) - Remastered	0.0	0.435	0.888	11	-7.407999999999999	0	0.085	0.00179	9.379999999999999e-05	0.198	0.579	151.88	272213	1980	32	0
Tom Lehrer	The Wiener Schnitzel Waltz	0.0	0.495	0.348	8	-17.059	1	0.64	0.941	0.0	0.738	0.469	109.76299999999999	141440	1960	10	0
Lee Morgan	The Sidewinder - Remastered 1999/Rudy Van Gelder Edition	0.0	0.473	0.67	8	-7.756	1	0.0353	0.446	3.15e-06	0.0957	0.8079999999999999	152.484	625293	1999	51	0
Alacranes Musical	Magdalena	0.0	0.649	0.937	2	-3.2289999999999996	1	0.13699999999999998	0.11599999999999999	0.0	0.0528	0.937	163.952	155440	2002	39	0
Francisco Canaro	Katinka - Instrumental (Remasterizado)	0.0	0.473	0.11	5	-15.72	0	0.22899999999999998	0.995	0.84	0.114	0.8009999999999999	214.817	162507	1926	0	0
June Christy	Why Do You Have To Go Home - Remastered	0.0	0.33	0.16899999999999998	10	-12.315	1	0.0301	0.917	0.000171	0.401	0.245	130.02200000000002	196600	1958	7	0
The Channels', 'Earl Lewis	Stars in the Sky	0.0	0.527	0.711	8	-6.218	1	0.0457	0.759	1.2e-06	0.195	0.5720000000000001	97.431	144855	1956	7	0
Bernard Herrmann	Prelude	0.0	0.25	0.272	10	-16.883	0	0.035	0.439	0.9390000000000001	0.158	0.0935	50.891999999999996	116866	1947	9	0
Isaac Albéniz', 'William Kapell	Book I, No. 1: Evocación	0.0	0.33299999999999996	0.0546	10	-23.635	0	0.0384	0.9940000000000001	0.861	0.141	0.0729	71.465	262440	1945	0	0
YoungBoy Never Broke Again	Genie	0.0	0.598	0.605	7	-4.92	0	0.452	0.28600000000000003	0.0	0.0875	0.513	159.517	194792	2018	59	1
Daddy Yankee	Mirame	0.0	0.787	0.813	10	-6.794	0	0.141	0.247	0.0	0.857	0.7070000000000001	95.99600000000001	212533	2007	57	0
Δημήτρης Μπαγιαντέρας', 'Μανώλης Χιώτης	Η κοτούλα	0.0	0.40299999999999997	0.27899999999999997	4	-16.532	1	0.0309	0.995	0.7509999999999999	0.213	0.47100000000000003	95.79700000000001	197000	1953	0	0
Weezer	The Good Life	0.0	0.532	0.899	6	-4.013999999999999	1	0.0428	0.154	0.0	0.332	0.626	135.755	256987	1996	39	0
John Cafferty	"Hearts On Fire - From ""Rocky IV"" Soundtrack"	0.0	0.5579999999999999	0.917	7	-8.389	1	0.0406	0.0294	1.49e-05	0.317	0.65	136.43200000000002	246093	1990	31	0
Bruce Springsteen	Bobby Jean - Live at Giants Stadium, E. Rutherford, NJ - August 1985	0.0	0.444	0.92	9	-12.012	1	0.0629	0.0010400000000000001	5.6999999999999996e-05	0.955	0.563	124.00200000000001	266467	1986	35	0
Drake	Hype	0.0	0.787	0.635	4	-8.271	0	0.155	0.0253	0.0	0.35700000000000004	0.237	130.018	209413	2016	61	1
Meena Kapoor', 'J. S. Kashyap	Tu Mori Radha Tu Meri Shyam	0.0	0.794	0.19699999999999998	8	-7.687	1	0.12300000000000001	0.993	8.909999999999997e-05	0.405	0.9	87.676	126990	1948	0	0
The Black Crowes	Wiser Time	0.0	0.358	0.941	7	-4.431	1	0.0423	0.00186	0.0084	0.0782	0.45899999999999996	154.47799999999995	333040	1994	46	0
Jimi Hendrix	Up From The Skies	0.0	0.659	0.635	10	-10.569	0	0.20199999999999999	0.603	0.0214	0.172	0.413	144.965	177867	1967	45	0
Foster The People	Call It What You Want	0.0	0.6409999999999999	0.9670000000000001	5	-4.289	0	0.0601	0.0483	0.000276	0.442	0.725	113.01700000000001	238787	2011	63	0
José Alfredo Jimenez	Allá Tú Si Me Olvidas	0.0	0.55	0.314	2	-12.493	1	0.0499	0.794	0.0	0.0813	0.706	90.639	178640	1950	12	0
Alicia Keys	If I Ain't Got You	0.0	0.609	0.445	7	-9.129	1	0.106	0.603	6.77e-06	0.10400000000000001	0.166	118.39299999999999	228707	2003	79	0
Эрих Мария Ремарк	Часть 2.5 - Обратный путь	0.0	0.7170000000000001	0.146	0	-18.165	1	0.9490000000000001	0.778	0.0	0.304	0.441	127.027	139900	1931	0	1
Barbra Streisand	A Piece Of Sky	0.0	0.27	0.306	6	-14.245	0	0.034	0.865	1.31e-05	0.0553	0.237	107.85600000000001	260107	1983	38	0
Ignacio Corsini	Me Lo Dijo el Corazón - Remasterizado	0.0	0.491	0.17300000000000001	5	-25.721999999999998	0	0.0694	0.99	0.898	0.111	0.527	125.19	115720	1932	0	0
Ramones	Chain Saw - 2016 Remaster	0.0	0.287	0.935	9	-1.844	1	0.135	0.00595	0.0	0.46399999999999997	0.7090000000000001	183.067	116413	1976	37	0
John Williams', 'London Symphony Orchestra	The Magic Tree	0.0	0.17	0.114	3	-22.389	1	0.047	0.605	0.852	0.263	0.037000000000000005	113.874	213920	1980	32	0
Eagles	Peaceful Easy Feeling - 2013 Remaster	0.0	0.568	0.634	4	-12.335999999999999	1	0.0282	0.494	0.00281	0.252	0.866	142.686	257963	1972	66	0
Adhir Bagchi	Nutu Moktar Kupokaat	0.0	0.657	0.6890000000000001	1	-9.817	1	0.27	0.93	8.71e-05	0.225	0.828	71.972	149000	1945	0	0
Felix Mendelssohn', 'Philippe Entremont	Spring Song, Op. 62, No. 6	0.0	0.43	0.08199999999999999	9	-24.156999999999996	1	0.0371	0.993	0.953	0.0929	0.294	81.866	145400	1947	1	0
Frank Sinatra	Don't Make A Beggar Of Me - Remastered	0.0	0.312	0.109	2	-15.37	1	0.0363	0.9470000000000001	0.000165	0.196	0.20800000000000002	106.365	185027	1962	26	0
Babyface	I Care About You	0.0	0.496	0.53	9	-7.716	1	0.0334	0.075	0.0	0.956	0.295	155.774	305427	1997	43	0
Mac Miller	Dunno	0.0	0.622	0.22899999999999998	1	-11.322000000000001	1	0.0445	0.768	0.009059999999999999	0.134	0.0998	81.87	237093	2018	66	1
Эрнест Хемингуэй	Часть 148.3 - По ком звонит колокол	0.0	0.764	0.17600000000000002	6	-17.255	0	0.9590000000000001	0.626	0.0	0.40399999999999997	0.652	78.794	99000	1940	0	1
AC/DC	Rock 'N' Roll Damnation	0.0	0.524	0.995	9	-2.676	1	0.106	0.0327	0.147	0.0819	0.32299999999999995	133.596	217640	1978	57	0
Frédéric Chopin', 'Vladimir Horowitz	Ballade No. 4 in F Minor, Op. 52	0.0	0.33299999999999996	0.146	10	-19.346	0	0.0395	0.991	0.887	0.121	0.0807	137.828	608667	1928	2	0
Vicente Fernández	El Derrotado	0.0	0.484	0.34299999999999997	0	-5.888	1	0.0331	0.25	0.0	0.32	0.431	82.14399999999998	213160	1993	39	0
Orquesta Inmensidad	El Artista Famoso	0.0	0.5760000000000001	0.657	7	-6.472	0	0.0416	0.603	0.0	0.0612	0.9009999999999999	94.40299999999999	357187	1984	34	0
Alice Cooper	Ballad of Dwight Fry	0.0	0.4370000000000001	0.353	4	-15.152999999999999	0	0.0295	0.326	0.004529999999999999	0.166	0.354	88.304	393400	1971	45	0
Francisco Canaro', 'Agustín Irusta	Sube y Baja - Instrumental (Remasterizado)	0.0	0.688	0.252	9	-10.532	1	0.0547	0.948	0.5539999999999999	0.125	0.948	122.266	161507	1932	1	0
Эрнест Хемингуэй	Часть 78.3 & Часть 79.1 - За рекой, в тени деревьев	0.0	0.735	0.27399999999999997	0	-18.999000000000002	1	0.8959999999999999	0.532	0.0	0.205	0.541	66.97800000000001	98550	1950	0	1
Billy May	Diane	0.0	0.517	0.162	2	-11.895	0	0.0351	0.8440000000000001	0.0123	0.0928	0.344	119.527	141200	1952	4	0
The Modern Lovers	Dance With Me	0.0	0.5770000000000001	0.16899999999999998	9	-12.969000000000001	0	0.0773	0.828	0.000601	0.0752	0.19399999999999998	112.925	266933	1976	28	0
Broken Social Scene	Anthems For A Seventeen Year-Old Girl	0.0	0.466	0.446	4	-9.415	1	0.0322	0.22899999999999998	0.0168	0.125	0.40299999999999997	80.154	275693	2003	56	0
Sade	Hang on to Your Love	0.0	0.846	0.703	0	-5.76	1	0.0301	0.147	1.21e-05	0.071	0.9640000000000001	107.76700000000001	270467	1994	52	0
LL Cool J	I Need A Beat (Remix)	0.0	0.809	0.579	1	-12.419	1	0.345	0.00115	0.043	0.0548	0.917	176.386	271600	1985	29	0
George McCrae	You Can Have It All	0.0	0.424	0.8370000000000001	8	-9.941	1	0.154	0.447	0.027000000000000003	0.152	0.659	104.641	174000	1974	46	0
Supertramp	Sister Moonshine	0.0	0.419	0.816	2	-6.697	1	0.0601	0.152	0.00725	0.265	0.503	104.10799999999999	315773	1975	44	0
Lizzo	Good as Hell	0.0	0.682	0.919	0	-3.18	0	0.0875	0.256	0.0	0.442	0.535	95.98200000000001	159736	2016	69	0
Danny Elfman	"The Flier / Lydia's Pep Talk - From The ""Beetlejuice"" Soundtrack"	0.0	0.28300000000000003	0.0412	9	-21.377	0	0.0395	0.884	0.157	0.547	0.0343	73.318	82245	1988	26	0
Эрих Мария Ремарк	Часть 51.6 & Часть 52.1 - Обратный путь	0.0	0.725	0.235	1	-14.440999999999999	1	0.941	0.556	0.0	0.14300000000000002	0.32299999999999995	125.166	125481	1931	0	1
Elton John	Val-Hala	0.0	0.56	0.547	7	-10.964	1	0.0287	0.535	0.0060799999999999995	0.191	0.54	129.749	251960	1969	27	0
Cyril Ritchard	Finale	0.0	0.489	0.0967	8	-18.842	1	0.249	0.903	0.0	0.32799999999999996	0.278	80.77600000000002	417071	1954	1	0
Los Saylors	El Golpe Traidor	0.0	0.698	0.8340000000000001	3	-7.136	1	0.0501	0.105	0.00021600000000000002	0.0451	0.865	104.734	185027	1997	39	0
Kenny Chesney', 'Uncle Kracker	When the Sun Goes Down	0.0	0.7979999999999999	0.741	9	-6.8020000000000005	1	0.0284	0.0432	3e-06	0.252	0.708	104.945	290560	2004	64	0
Tom Tom Club	As Above, so Below	0.0	0.8240000000000001	0.509	0	-13.699000000000002	1	0.059000000000000004	0.182	0.11900000000000001	0.10099999999999999	0.5	113.695	322973	1981	22	0
Junior Wells	So Tired	0.0	0.433	0.397	0	-9.076	1	0.0395	0.767	1.17e-05	0.0914	0.377	102.08200000000001	133586	1957	8	0
Black Flag	Clocked In	0.0	0.40299999999999997	0.9740000000000001	7	-8.282	1	0.10400000000000001	0.0547	0.000504	0.349	0.245	113.87200000000001	93373	1983	23	0
Los Corraleros De Majagual', 'Eliseo Herrera	La Yerbita	0.0	0.79	0.69	8	-9.802	0	0.0523	0.013000000000000001	0.161	0.0491	0.963	108.84	168493	1968	29	0
Münir Nurettin Selçuk	Ergilet Güzeli Bağlar Bozuyor	0.0	0.46	0.36200000000000004	4	-10.006	1	0.0691	0.9940000000000001	0.561	0.483	0.5720000000000001	70.47800000000002	183536	1948	0	0
Julieta Venegas', 'Ana Tijoux	Eres para Mí (with Anita Tijoux)	0.0	0.8	0.685	6	-5.841	0	0.0778	0.0701	6.22e-06	0.278	0.899	96.986	192760	2006	65	0
Frances Nero', 'Lee Herschberg	If Ever I Would Leave You - Love Montage	0.0	0.109	0.18	10	-15.151	1	0.037000000000000005	0.8440000000000001	0.00112	0.187	0.053	65.691	354667	1967	25	0
Lil Wayne	Blunt Blowin	0.0	0.721	0.738	2	-5.682	1	0.0649	0.0022199999999999998	0.0	0.22399999999999998	0.375	135.988	312960	2011	62	1
Haystak	Bonnie and Clyde	0.0	0.674	0.5489999999999999	4	-5.752999999999999	0	0.0423	0.0382	1.29e-05	0.10800000000000001	0.491	85.99700000000001	275773	2005	48	1
Train	Marry Me	0.0	0.461	0.267	0	-8.514	1	0.0278	0.8340000000000001	2.0300000000000002e-05	0.107	0.48100000000000004	87.91799999999998	205453	2010	73	0
Melody the Music Box	Little Wooden Head	0.0	0.762	0.289	7	-6.3729999999999976	1	0.0424	0.852	0.13	0.271	0.83	97.042	101244	1940	0	0
Rod Wave', 'ATR Son Son	Rags2Riches (feat. ATR Son Son)	0.0	0.904	0.252	5	-17.54	0	0.11	0.294	0.0	0.10400000000000001	0.22699999999999998	117.994	167184	2020	79	1
Gregory Alan Isakov	This Empty Northern Hemisphere	0.0	0.361	0.341	5	-12.62	1	0.03	0.715	0.0147	0.105	0.0657	93.45100000000001	300400	2009	46	0
Deep Purple	Smoke on the Water	0.0	0.608	0.688	5	-7.655	0	0.0296	0.134	0.20600000000000002	0.0951	0.7490000000000001	114.414	334240	2005	42	0
Sudhir Phadke	Swaye Shri Ramprabhu Aikati	0.0	0.327	0.44	7	-8.881	1	0.0375	0.682	0.0	0.324	0.38299999999999995	81.556	654693	1954	5	0
B.B. King	Whole Lotta Love	0.0	0.706	0.7809999999999999	8	-4.803	1	0.11699999999999999	0.589	4.9700000000000015e-05	0.34299999999999997	0.7070000000000001	109.23200000000001	190760	1960	20	0
Lord Invader	Down at Rockaway	0.0	0.759	0.547	7	-5.129	0	0.177	0.8340000000000001	0.009000000000000001	0.0628	0.6579999999999999	85.84	182707	1940	1	0
GIT	Siempre Fuiste Mi Amor	0.0	0.769	0.619	7	-13.982000000000001	1	0.191	0.214	0.0	0.213	0.728	75.473	237773	1986	49	0
Tim Maia	Não Quero Dinheiro (Só Quero Amar)	0.0	0.618	0.8759999999999999	9	-8.059	1	0.0389	0.4	0.0	0.19	0.9670000000000001	138.783	153791	1971	54	0
James Taylor	Long Ago and Far Away - 2019 Remaster	0.0	0.66	0.18100000000000002	11	-19.592	1	0.0296	0.731	0.0235	0.106	0.39	102.654	140973	1971	42	0
Bob Marley & The Wailers	Natty Dread	0.0	0.773	0.439	9	-9.777999999999999	1	0.327	0.424	0.000126	0.0464	0.847	88.36399999999998	215667	1974	49	0
Neil Young	Hey Babe - 2016 Remaster	0.0	0.434	0.612	2	-8.9	1	0.0265	0.213	0.0	0.0746	0.882	179.03599999999997	217693	1977	26	0
The Everly Brothers	Sleepless Nights - Remastered Version	0.0	0.46799999999999997	0.102	11	-18.281	1	0.0278	0.9179999999999999	5.11e-06	0.111	0.105	78.983	144707	1960	27	0
Lana Del Rey	Without You	0.0	0.586	0.593	6	-8.394	1	0.0329	0.636	0.000131	0.115	0.6679999999999999	111.94200000000001	229294	2012	50	0
Django Reinhardt	Twelfth Year	0.0	0.7170000000000001	0.596	8	-13.245	1	0.0559	0.872	0.8290000000000001	0.0958	0.965	142.066	158950	1935	10	0
Macklemore	White Privilege	0.0	0.385	0.85	0	-3.3539999999999996	0	0.27699999999999997	0.597	0.3670000000000001	0.16399999999999998	0.5529999999999999	83.229	261347	2005	43	0
Franz Joseph Haydn', 'Pro Arte Quartet	Haydn: String Quartet No. 43 in G Major, Op. 54 No. 1, Hob. III, 58: III. Menuetto (Allegretto)	0.0	0.546	0.0749	7	-18.28	1	0.0541	0.956	0.387	0.134	0.48100000000000004	136.689	247267	1935	0	0
Yves Montand	Du soleil plein la tête - Récital au Théâtre de L'etoile	0.0	0.7929999999999999	0.122	11	-19.61	0	0.0574	0.982	3.4e-05	0.66	0.39899999999999997	124.881	190040	1953	0	0
Toby Keith	The Taliban Song	0.0	0.511	0.7040000000000001	6	-7.869	1	0.0679	0.655	0.0	0.971	0.581	116.913	238933	2003	47	0
Francisco Canaro	Labios de Coty - Instrumental (Remasterizado)	0.0	0.4	0.486	5	-10.363	1	0.11900000000000001	0.951	0.696	0.214	0.485	140.762	219533	1929	0	0
George Harrison	That's The Way It Goes - Remastered 2004	0.0	0.67	0.556	7	-7.8370000000000015	1	0.025	0.386	0.00028	0.0905	0.892	110.654	217733	1982	34	0
Anuel AA', 'Tego Calderon	Rifles Rusos	0.0	0.713	0.77	4	-4.779	0	0.10099999999999999	0.0587	0.0005009999999999999	0.33899999999999997	0.684	87.969	261500	2020	72	1
Joe Hisaishi	Sophie in Exile	0.0	0.272	0.154	7	-18.672	0	0.0389	0.9209999999999999	0.529	0.324	0.0658	101.19	259560	2004	46	0
King Diamond	Charon	0.0	0.33	0.762	0	-11.974	1	0.0615	0.00133	0.07400000000000001	0.196	0.465	128.084	256307	1986	29	0
Avril Lavigne	Losing Grip	0.0	0.534	0.888	8	-4.667	0	0.0972	0.00128	6.15e-06	0.0772	0.5820000000000001	158.368	233760	2002	59	0
Benny Goodman	Applause as Lionel Hampton Enters - Live	0.0	0.305	1.0	9	-20.422	0	0.237	0.315	0.7170000000000001	0.366	1e-05	123.257	26640	1938	0	0
The Shirelles	Oh, What A Waste Of Love	0.0	0.542	0.632	5	-5.6979999999999995	1	0.0381	0.57	0.0	0.136	0.8140000000000001	140.186	115507	1961	12	0
Camille Saint-Saëns', 'Philippe Entremont', 'Gaby Casadesus', 'Yo-Yo Ma	Carnival of the Animals, R. 125: The Swan	0.0	0.21100000000000002	0.007559999999999998	7	-33.123000000000005	1	0.0455	0.9940000000000001	0.89	0.0734	0.0391	118.24700000000001	184707	1961	58	0
